student_id,gender,branch,year,study_hours_per_week,attendance_pct,extracurricular_hours,income_bracket,internet_access,Mathematics,Programming,Data Structures,Electronics,Communication Skills,final_marks,grade,result
STU0212,Female,Mechanical,FE,20.1,89.0,2.9,Middle,Yes,88.8,91.3,88.1,75.1,80.7,87.4,A+,Pass
STU0213,Female,AI & DS,FE,13.6,75.2,10.9,High,Yes,80.6,85.9,86.5,82.3,79.8,80.1,A,Pass
STU0214,Male,Civil,FE,10.7,74.0,1.9,Low,Yes,68.4,63.5,54.6,72.3,63.3,63.6,C,Pass
STU0215,Female,Mechanical,SE,10.5,63.7,5.6,High,Yes,61.4,51.3,44.1,52.4,56.9,55.9,C,Pass
STU0216,Male,IT,BE,4.2,70.3,0.2,Middle,Yes,39.0,34.7,41.8,47.9,49.3,45.3,D,Pass
STU0217,Male,IT,FE,16.4,88.4,1.2,Middle,Yes,60.9,51.6,45.9,46.3,49.5,55.7,C,Pass
STU0218,Female,Computer Engineering,FE,11.6,71.5,0.2,Middle,Yes,70.3,73.7,74.9,80.1,87.5,77.4,A,Pass
STU0219,Female,AI & DS,SE,11.1,70.7,11.1,Low,Yes,47.3,44.4,46.8,41.4,45.3,43.8,D,Pass
STU0220,Female,Computer Engineering,BE,28.0,98.5,5.1,Low,Yes,100.0,97.9,94.7,95.4,100.0,100.0,A+,Pass
STU0221,Female,Mechanical,SE,13.5,74.0,5.7,Middle,Yes,31.0,46.6,33.9,37.9,38.7,42.5,D,Pass
STU0222,Female,AI & DS,SE,8.2,70.2,8.3,Low,Yes,33.6,29.3,33.4,30.6,40.7,33.0,F,Fail
STU0223,Male,Computer Engineering,FE,9.9,89.6,0.3,High,Yes,76.3,78.8,84.3,81.4,77.6,79.1,A,Pass
STU0224,Male,Computer Engineering,FE,17.7,81.1,1.5,Middle,No,59.6,71.3,54.0,56.3,65.9,64.2,C,Pass
STU0225,Male,IT,BE,12.6,73.5,0.2,Low,Yes,89.1,83.1,85.9,78.6,75.4,81.0,A,Pass
STU0226,Male,Civil,BE,4.8,61.1,0.7,Middle,No,32.0,35.5,40.8,35.7,29.9,35.9,D,Pass
STU0227,Female,Computer Engineering,FE,16.6,87.5,0.8,Low,Yes,48.2,49.4,58.7,46.4,57.1,53.0,C,Pass
STU0228,Male,Computer Engineering,BE,8.7,69.8,1.9,Middle,Yes,64.3,60.0,71.1,74.6,61.1,63.8,C,Pass
STU0229,Female,E&TC,TE,21.4,82.6,0.9,Middle,Yes,80.8,71.6,89.9,71.6,71.6,76.7,A,Pass
STU0230,Female,IT,BE,17.4,93.2,0.3,High,Yes,86.2,83.8,84.9,83.0,83.1,87.0,A+,Pass
STU0231,Female,Computer Engineering,SE,9.8,84.0,0.5,Middle,Yes,67.4,64.9,61.1,54.5,64.6,60.4,C,Pass
STU0232,Male,IT,SE,18.4,79.1,0.5,Middle,Yes,61.7,57.2,56.0,69.3,54.7,58.5,C,Pass
STU0233,Female,AI & DS,SE,12.3,61.1,10.8,Middle,No,33.4,38.4,46.5,49.8,45.8,46.5,D,Pass
STU0234,Male,AI & DS,TE,16.3,89.2,4.3,High,Yes,95.2,100.0,100.0,92.8,98.5,98.4,A+,Pass
STU0235,Male,IT,FE,14.4,73.3,10.3,Low,Yes,61.9,67.2,57.2,71.9,53.8,65.3,B,Pass
STU0236,Female,Computer Engineering,FE,7.8,76.4,1.7,Low,Yes,55.2,43.9,47.1,53.5,43.5,52.3,C,Pass
STU0237,Male,Civil,SE,8.8,55.7,1.0,Low,Yes,47.8,60.8,71.8,65.0,65.5,63.5,C,Pass
STU0238,Male,Computer Engineering,TE,17.1,89.4,4.8,Low,Yes,91.4,76.8,82.2,74.0,71.7,76.1,A,Pass
STU0239,Female,IT,FE,10.3,63.7,1.2,Middle,Yes,61.4,68.4,56.0,53.7,64.5,58.2,C,Pass
STU0240,Male,IT,TE,10.0,78.8,1.1,Middle,No,39.6,32.1,43.8,40.7,44.5,38.7,D,Pass
STU0241,Female,AI & DS,BE,7.2,69.5,0.8,Middle,Yes,60.8,59.6,55.7,50.4,58.0,53.7,C,Pass
STU0242,Female,E&TC,FE,14.1,70.7,0.4,Low,Yes,92.5,86.8,87.4,89.3,89.3,78.4,A,Pass
STU0243,Female,AI & DS,TE,22.3,85.8,0.9,Middle,Yes,81.8,72.8,77.0,69.0,76.1,76.6,A,Pass
STU0244,Male,Civil,SE,6.7,74.2,1.3,Low,Yes,73.3,65.9,73.8,76.8,71.5,67.6,B,Pass
STU0245,Male,AI & DS,BE,12.1,76.6,3.4,Middle,Yes,60.6,53.6,75.7,59.1,56.3,59.8,C,Pass
STU0246,Female,Computer Engineering,FE,19.1,89.5,0.2,Middle,Yes,69.8,69.4,74.2,72.4,85.3,70.6,B,Pass
STU0247,Male,AI & DS,TE,11.6,90.9,0.7,Low,Yes,74.6,77.3,77.8,82.5,89.4,77.5,A,Pass
STU0248,Female,Civil,BE,14.3,66.0,5.0,Low,Yes,53.0,62.0,62.3,54.2,58.1,58.0,C,Pass
STU0249,Female,IT,BE,6.7,81.6,0.5,Low,Yes,58.1,68.7,60.0,67.4,64.5,62.2,C,Pass
STU0250,Female,IT,TE,14.1,79.2,1.3,High,No,48.9,52.5,71.3,40.8,65.2,57.0,C,Pass
STU0251,Male,AI & DS,SE,11.1,67.2,6.0,High,Yes,53.0,41.7,54.6,49.2,52.6,53.5,C,Pass
STU0252,Male,E&TC,TE,16.9,71.4,0.5,Middle,Yes,67.8,77.8,76.3,72.4,74.0,77.9,A,Pass
STU0253,Female,Computer Engineering,BE,17.9,81.8,0.3,Low,Yes,81.5,82.2,75.4,72.9,85.6,80.4,A,Pass
STU0254,Male,Mechanical,SE,24.9,99.8,2.0,Middle,Yes,70.6,72.3,77.4,69.5,71.3,70.8,B,Pass
STU0255,Male,Computer Engineering,FE,14.9,78.3,1.1,Middle,Yes,56.5,53.6,60.8,57.9,56.7,55.6,C,Pass
STU0256,Female,AI & DS,BE,13.6,89.8,2.5,Middle,Yes,76.1,79.9,76.2,83.4,74.2,79.2,A,Pass
STU0257,Female,AI & DS,TE,13.0,65.3,4.9,Low,Yes,75.6,66.2,60.6,58.5,46.8,57.1,C,Pass
STU0258,Female,IT,TE,10.2,73.2,0.4,Low,Yes,60.4,54.5,43.1,48.2,53.6,52.2,C,Pass
STU0259,Female,IT,FE,13.7,67.8,2.6,Middle,Yes,38.8,44.1,47.4,48.5,51.7,46.3,D,Pass
STU0260,Male,AI & DS,TE,10.5,76.6,2.1,Middle,Yes,47.0,42.6,48.3,46.3,44.2,45.6,D,Pass
STU0261,Female,E&TC,SE,12.8,83.8,0.5,Low,No,31.7,34.3,45.5,40.9,43.9,35.3,D,Pass
STU0262,Female,IT,TE,18.6,80.8,2.9,Low,No,61.6,77.5,63.1,72.4,63.5,67.7,B,Pass
STU0263,Male,IT,FE,7.0,48.2,1.0,Middle,Yes,29.7,36.6,30.0,37.9,31.4,37.7,D,Pass
STU0264,Male,Computer Engineering,TE,17.7,84.6,2.0,High,Yes,66.7,64.0,58.7,58.7,63.7,64.1,C,Pass
STU0265,Female,Computer Engineering,BE,18.6,87.7,0.3,High,Yes,74.8,76.0,70.9,75.0,78.4,78.9,A,Pass
STU0266,Female,IT,FE,11.4,78.1,1.8,Middle,No,64.2,65.0,66.4,55.1,63.0,58.4,C,Pass
STU0267,Female,AI & DS,BE,1.4,71.7,1.1,Middle,Yes,70.1,75.9,73.4,62.2,59.5,64.1,C,Pass
STU0268,Female,AI & DS,SE,9.0,63.1,5.2,Low,No,32.5,27.0,26.2,25.9,32.5,24.3,F,Fail
STU0269,Male,Mechanical,BE,18.5,89.5,0.2,Middle,Yes,88.9,94.5,100.0,98.3,100.0,94.0,A+,Pass
STU0270,Male,Civil,TE,11.9,85.0,1.6,Middle,Yes,78.5,75.8,76.4,75.3,75.4,75.6,A,Pass
STU0271,Female,Computer Engineering,SE,7.0,54.9,1.8,Middle,Yes,40.4,22.3,36.0,36.7,44.1,36.6,D,Pass
STU0272,Female,Computer Engineering,TE,9.5,74.9,3.9,Middle,No,47.2,54.5,48.0,50.9,43.7,50.0,C,Pass
STU0273,Female,IT,BE,16.2,77.0,2.6,Low,No,53.1,58.5,55.8,54.6,64.2,57.7,C,Pass
STU0274,Female,Computer Engineering,SE,14.7,78.5,3.3,Low,Yes,78.9,71.8,59.9,63.6,75.5,69.2,B,Pass
STU0275,Male,AI & DS,SE,10.8,76.8,4.5,Low,Yes,76.8,71.1,77.0,64.9,80.6,75.4,A,Pass
STU0276,Male,AI & DS,TE,10.2,69.3,5.9,Low,Yes,64.0,57.9,60.0,56.0,60.1,60.2,C,Pass
STU0277,Female,E&TC,BE,10.0,67.6,1.1,Low,Yes,57.3,59.7,66.7,65.0,44.5,62.2,C,Pass
STU0278,Female,E&TC,TE,7.4,69.9,2.3,High,Yes,37.7,51.1,45.6,40.8,41.1,45.0,D,Pass
STU0279,Female,AI & DS,TE,20.1,77.4,5.5,Middle,Yes,54.9,56.0,57.3,56.9,54.5,58.3,C,Pass
STU0280,Female,Computer Engineering,SE,10.4,64.8,13.7,Middle,Yes,42.9,56.1,38.4,46.4,37.7,43.6,D,Pass
STU0281,Female,Computer Engineering,BE,18.1,88.9,6.6,High,Yes,82.0,91.0,88.8,91.5,89.1,88.4,A+,Pass
STU0282,Male,E&TC,FE,19.6,76.3,1.4,High,Yes,59.7,52.1,64.2,53.3,57.3,59.8,C,Pass
STU0283,Male,AI & DS,SE,17.0,87.4,0.7,Middle,Yes,53.3,62.6,56.5,69.4,58.5,63.4,C,Pass
STU0284,Male,AI & DS,FE,9.8,76.5,2.0,High,Yes,52.0,54.8,59.2,65.5,52.3,58.7,C,Pass
STU0285,Female,E&TC,SE,14.0,64.4,4.1,Low,Yes,53.5,36.3,50.9,42.7,45.2,49.5,D,Pass
STU0286,Male,AI & DS,SE,11.9,70.0,2.0,Low,Yes,53.9,59.9,46.0,45.4,57.0,50.3,C,Pass
STU0287,Male,E&TC,SE,7.5,79.3,2.0,Middle,Yes,45.5,52.1,44.4,55.0,43.9,47.9,D,Pass
STU0288,Male,Computer Engineering,TE,13.6,69.9,5.5,Middle,Yes,38.2,47.5,45.7,43.4,41.2,44.3,D,Pass
STU0289,Male,AI & DS,SE,6.1,64.2,1.3,Middle,Yes,28.9,36.1,28.3,21.8,32.4,35.1,D,Pass
STU0290,Female,Computer Engineering,SE,17.9,87.0,5.9,Low,Yes,80.0,73.9,84.3,73.8,84.2,82.2,A,Pass
STU0291,Male,E&TC,FE,9.7,78.8,1.6,Low,Yes,46.0,39.2,36.7,40.6,44.8,42.1,D,Pass
STU0292,Male,Mechanical,SE,13.0,74.9,1.2,Middle,Yes,50.5,50.0,51.3,37.9,26.6,44.9,D,Pass
STU0293,Female,Mechanical,FE,13.4,72.7,1.8,Low,No,46.3,43.0,63.3,46.8,55.4,49.3,D,Pass
STU0294,Male,Computer Engineering,FE,10.7,85.3,4.3,Middle,No,54.2,45.9,55.9,61.3,69.7,61.1,C,Pass
STU0295,Male,E&TC,TE,14.9,93.3,0.4,Middle,Yes,72.6,69.6,74.2,79.8,64.7,71.0,B,Pass
STU0296,Male,Computer Engineering,TE,9.6,80.3,0.7,Middle,Yes,48.3,52.3,48.8,51.5,47.4,53.2,C,Pass
STU0297,Female,Computer Engineering,TE,16.4,81.9,9.1,Middle,Yes,64.0,67.9,73.3,73.5,64.4,67.1,B,Pass
STU0298,Male,Mechanical,SE,5.3,60.4,0.6,High,No,24.8,21.2,9.2,25.4,12.3,16.8,F,Fail
STU0299,Female,AI & DS,SE,12.6,69.8,2.5,Middle,Yes,71.9,70.7,69.8,75.5,68.2,66.9,B,Pass
STU0300,Male,AI & DS,BE,21.7,92.4,2.6,Middle,Yes,91.1,91.8,85.0,91.9,78.5,90.2,A+,Pass
STU0301,Male,Computer Engineering,SE,7.0,72.4,2.0,Middle,Yes,37.7,52.5,44.1,33.5,38.6,45.3,D,Pass
STU0302,Male,AI & DS,SE,8.6,82.4,3.1,Low,Yes,68.6,58.2,61.1,70.1,76.5,67.3,B,Pass
STU0303,Male,AI & DS,FE,14.6,84.1,0.8,Low,Yes,62.9,59.5,61.4,62.8,50.9,56.5,C,Pass
STU0304,Female,IT,SE,12.9,64.7,2.4,Low,Yes,71.6,77.7,68.9,73.4,81.4,73.9,B,Pass
STU0305,Female,Computer Engineering,SE,13.8,86.3,1.4,Middle,Yes,78.3,62.8,73.5,80.7,72.3,70.2,B,Pass
STU0306,Female,Mechanical,SE,14.4,70.8,3.3,Middle,Yes,68.2,51.4,58.3,65.6,49.5,60.4,C,Pass
STU0307,Male,Mechanical,SE,15.2,76.7,0.5,High,Yes,79.4,64.9,68.7,72.8,73.2,69.4,B,Pass
STU0308,Male,Computer Engineering,SE,17.5,84.8,2.5,Low,Yes,75.5,69.7,74.6,80.2,73.0,73.7,B,Pass
STU0309,Female,Computer Engineering,TE,14.0,94.2,0.6,Low,No,82.7,83.7,74.6,81.2,76.5,79.2,A,Pass
STU0310,Male,Computer Engineering,TE,10.8,98.9,1.0,High,Yes,61.2,49.0,54.0,37.7,54.2,52.7,C,Pass
STU0311,Male,IT,BE,15.4,84.8,0.7,Low,Yes,65.4,57.6,71.9,59.7,65.5,62.7,C,Pass
STU0312,Male,Computer Engineering,TE,21.5,86.5,0.6,Middle,Yes,94.7,94.0,93.0,100.0,100.0,97.7,A+,Pass
STU0313,Male,IT,BE,11.3,79.0,5.2,Middle,Yes,48.5,57.9,58.2,46.4,58.3,51.2,C,Pass
STU0314,Female,Computer Engineering,FE,7.1,76.4,1.0,Middle,No,57.5,56.2,65.1,54.8,58.5,56.1,C,Pass
STU0315,Female,IT,FE,17.5,80.2,7.9,Low,Yes,82.3,88.9,85.1,83.7,81.7,90.0,A+,Pass
STU0316,Female,Computer Engineering,FE,11.4,89.2,10.5,Low,No,44.1,44.3,36.3,55.7,42.2,45.0,D,Pass
STU0317,Male,Computer Engineering,TE,1.1,63.3,2.5,Low,Yes,50.0,51.2,45.2,53.5,61.1,43.4,D,Pass
STU0318,Male,Civil,BE,16.2,85.1,0.5,Middle,No,40.1,48.7,49.9,47.9,57.5,53.2,C,Pass
STU0319,Male,E&TC,FE,9.3,77.4,1.4,Middle,Yes,75.1,73.8,77.1,66.8,80.1,65.9,B,Pass
STU0320,Male,AI & DS,BE,11.5,78.4,4.8,Low,Yes,68.1,62.7,61.6,57.3,69.8,61.4,C,Pass
STU0321,Male,Mechanical,FE,13.7,84.5,1.4,Middle,Yes,70.6,72.4,68.6,77.1,74.9,73.4,B,Pass
STU0322,Female,IT,BE,13.0,71.9,0.3,High,No,52.5,64.2,42.3,52.3,51.0,49.2,D,Pass
STU0323,Female,Mechanical,SE,15.5,75.7,2.4,Low,No,41.7,35.4,48.2,46.6,41.5,41.7,D,Pass
STU0324,Male,E&TC,FE,9.8,64.0,5.6,Middle,Yes,64.6,55.1,53.8,59.2,46.8,57.2,C,Pass
STU0325,Female,Computer Engineering,SE,14.6,82.5,4.8,Middle,No,40.5,27.2,34.9,52.2,34.7,34.6,F,Fail
STU0326,Female,AI & DS,FE,10.7,80.1,0.6,Low,Yes,48.8,62.9,62.9,51.0,64.5,57.2,C,Pass
STU0327,Female,Computer Engineering,FE,15.7,84.1,3.4,Low,Yes,85.1,91.7,78.7,71.3,78.0,81.6,A,Pass
STU0328,Female,IT,SE,15.1,93.0,0.7,Middle,Yes,74.4,85.6,75.3,73.2,78.1,75.6,A,Pass
STU0329,Male,IT,BE,7.3,69.5,0.7,High,Yes,75.0,81.8,74.4,65.1,79.6,74.5,B,Pass
STU0330,Male,Computer Engineering,SE,17.4,88.0,6.2,High,Yes,80.5,83.7,89.0,75.9,79.4,84.9,A,Pass
STU0331,Male,AI & DS,SE,9.3,63.4,0.9,Middle,Yes,56.4,43.7,49.4,39.9,43.2,45.9,D,Pass
STU0332,Female,Mechanical,TE,16.0,77.8,0.9,Middle,Yes,77.9,61.7,70.4,66.2,65.6,71.7,B,Pass
STU0333,Male,Civil,TE,13.8,83.6,0.0,Middle,Yes,64.0,80.6,68.8,62.7,63.5,68.4,B,Pass
STU0334,Male,IT,FE,21.2,94.3,6.1,Middle,Yes,55.2,66.0,61.0,66.3,55.5,63.2,C,Pass
STU0335,Male,AI & DS,SE,10.9,71.8,4.7,Middle,Yes,42.4,41.7,35.8,41.7,39.3,44.7,D,Pass
STU0336,Male,Computer Engineering,FE,10.3,72.8,3.0,Low,Yes,52.2,57.6,51.1,48.5,58.1,49.6,D,Pass
STU0337,Female,AI & DS,FE,11.9,63.3,4.2,Middle,Yes,33.5,26.3,43.5,37.5,26.6,32.1,F,Fail
STU0338,Female,Civil,TE,10.5,70.8,0.5,Middle,Yes,66.4,61.3,53.6,54.3,59.7,58.9,C,Pass
STU0339,Male,AI & DS,FE,16.0,87.9,1.8,Middle,Yes,74.8,69.1,65.5,68.5,67.1,70.1,B,Pass
STU0340,Male,IT,SE,3.9,69.7,1.3,High,Yes,29.3,27.3,18.3,25.7,30.6,23.5,F,Fail
STU0341,Male,Computer Engineering,TE,6.7,72.8,0.3,Low,Yes,57.9,55.5,60.2,44.3,63.8,55.9,C,Pass
STU0342,Male,IT,FE,6.7,69.1,2.0,Low,Yes,48.9,48.5,59.9,42.9,62.4,57.2,C,Pass
STU0343,Male,E&TC,SE,16.8,81.8,7.6,Low,Yes,70.1,71.8,70.3,73.4,73.1,71.3,B,Pass
STU0344,Male,Mechanical,FE,20.6,81.4,0.1,Middle,Yes,84.9,84.8,73.0,81.5,77.1,78.5,A,Pass
STU0345,Male,Computer Engineering,BE,11.5,80.5,1.0,Middle,Yes,69.2,69.3,70.1,81.9,62.3,69.5,B,Pass
STU0346,Female,AI & DS,SE,11.2,77.9,0.7,Low,Yes,72.5,74.2,60.1,70.4,81.2,69.5,B,Pass
STU0347,Female,AI & DS,BE,12.4,80.0,0.8,Middle,No,59.1,54.7,61.9,65.9,56.4,61.0,C,Pass
STU0348,Male,Civil,SE,17.8,78.9,7.2,Middle,No,47.3,53.3,58.7,52.3,57.5,53.5,C,Pass
STU0349,Male,Mechanical,FE,7.4,52.3,1.9,Middle,Yes,48.7,45.7,41.9,51.2,55.8,49.4,D,Pass
STU0350,Female,IT,TE,13.2,85.9,1.9,Middle,Yes,82.9,85.5,71.8,91.0,77.7,81.0,A,Pass
STU0351,Male,IT,BE,16.9,78.1,4.3,Middle,Yes,59.5,63.6,72.9,50.7,69.6,63.4,C,Pass
STU0352,Female,E&TC,TE,14.5,72.0,0.5,High,Yes,90.8,96.3,88.5,94.7,96.8,92.2,A+,Pass
STU0353,Female,AI & DS,BE,12.9,82.4,2.0,Low,No,46.3,58.4,58.7,64.7,62.3,51.9,C,Pass
STU0354,Male,Civil,BE,17.0,79.0,1.7,Low,Yes,80.2,77.6,72.6,75.2,70.7,73.5,B,Pass
STU0355,Male,Computer Engineering,FE,1.0,69.8,2.7,Middle,Yes,26.5,29.9,27.3,38.2,20.6,28.3,F,Fail
STU0356,Female,Computer Engineering,FE,15.4,84.9,15.0,High,Yes,71.9,57.2,65.8,59.4,60.2,63.2,C,Pass
STU0357,Male,IT,TE,8.7,76.8,4.4,Middle,No,34.3,25.1,19.8,24.9,26.4,25.1,F,Fail
STU0358,Female,AI & DS,SE,2.8,52.8,1.5,Low,Yes,29.9,27.2,31.2,30.6,30.7,30.4,F,Fail
STU0359,Female,AI & DS,BE,14.6,88.6,5.3,Low,Yes,48.3,52.3,52.1,41.1,52.0,54.4,C,Pass
STU0360,Female,E&TC,BE,18.9,86.6,0.6,Middle,Yes,69.0,79.3,73.6,74.5,70.0,81.5,A,Pass
STU0361,Male,AI & DS,SE,11.3,71.8,0.1,Low,Yes,63.8,66.7,74.6,66.0,75.4,72.6,B,Pass
STU0362,Female,IT,FE,16.8,82.9,0.7,Middle,Yes,73.9,70.4,80.5,87.0,93.9,82.1,A,Pass
STU0363,Male,Computer Engineering,TE,20.1,71.9,1.2,High,Yes,57.9,45.6,48.7,54.8,52.4,49.6,D,Pass
STU0364,Male,Computer Engineering,FE,18.6,87.4,2.1,Middle,No,96.4,96.9,88.4,97.6,99.4,95.7,A+,Pass
STU0365,Female,Computer Engineering,BE,20.2,78.0,2.9,Middle,No,77.5,67.1,84.7,80.1,78.6,75.2,A,Pass
STU0366,Male,Computer Engineering,SE,15.7,69.6,7.2,Middle,No,34.0,47.4,52.6,46.3,49.7,47.3,D,Pass
STU0367,Female,E&TC,TE,12.4,63.9,2.1,Low,Yes,53.9,72.5,66.9,68.3,66.7,61.1,C,Pass
STU0368,Female,Computer Engineering,FE,4.0,74.1,2.1,High,Yes,51.6,52.4,44.5,46.4,48.7,46.3,D,Pass
STU0369,Male,IT,TE,10.8,69.0,0.2,Middle,Yes,52.4,60.6,40.3,51.0,48.8,50.7,C,Pass
STU0370,Male,IT,SE,7.8,82.4,0.1,Middle,Yes,57.3,60.5,69.9,56.6,53.4,58.2,C,Pass
STU0371,Male,E&TC,SE,22.9,85.4,2.4,Middle,Yes,82.5,86.1,78.7,83.2,77.6,79.1,A,Pass
STU0372,Male,Civil,FE,11.1,60.8,1.7,Middle,Yes,61.1,47.0,46.8,48.8,53.2,51.3,C,Pass
STU0373,Male,E&TC,TE,12.6,67.5,5.5,Middle,Yes,48.4,45.8,52.2,55.6,47.8,49.7,D,Pass
STU0374,Female,Computer Engineering,BE,14.8,89.1,0.5,Low,Yes,55.0,38.2,61.6,47.8,56.5,54.6,C,Pass
STU0375,Male,AI & DS,FE,12.2,74.6,0.1,High,Yes,66.2,72.1,64.9,58.4,67.6,65.0,B,Pass
STU0376,Male,Computer Engineering,FE,20.5,82.2,1.8,High,Yes,100.0,97.3,95.8,92.2,93.1,88.1,A+,Pass
STU0377,Female,IT,FE,8.9,72.8,0.8,Middle,Yes,48.8,58.1,67.9,60.9,69.1,61.4,C,Pass
STU0378,Male,AI & DS,TE,13.0,80.9,0.2,High,Yes,80.3,74.7,69.7,73.5,76.7,76.2,A,Pass
STU0379,Female,IT,TE,8.3,79.7,3.9,Low,Yes,56.4,52.6,53.1,62.4,49.3,57.1,C,Pass
STU0380,Male,IT,SE,5.4,78.6,0.4,Middle,Yes,46.7,45.6,49.0,39.7,41.2,43.3,D,Pass
STU0381,Male,Computer Engineering,FE,8.9,68.7,2.8,Middle,Yes,58.9,69.5,46.5,61.6,63.1,62.8,C,Pass
STU0382,Female,E&TC,SE,11.8,64.8,1.0,Middle,Yes,42.6,32.4,42.0,51.3,31.9,42.9,D,Pass
STU0383,Female,AI & DS,SE,9.9,69.5,0.6,Middle,Yes,50.1,48.3,37.2,55.0,54.1,45.8,D,Pass
STU0384,Female,AI & DS,SE,8.5,73.2,1.4,Low,Yes,61.2,40.8,39.6,51.9,43.4,42.5,D,Pass
STU0385,Female,E&TC,BE,5.0,58.7,4.9,Low,Yes,58.0,53.9,51.4,51.5,55.5,53.2,C,Pass
STU0386,Female,IT,FE,11.6,67.4,1.5,Middle,Yes,65.2,73.1,68.2,77.7,78.5,70.3,B,Pass
STU0387,Male,E&TC,TE,4.5,68.6,4.2,Low,Yes,45.6,47.0,44.8,42.4,44.3,48.1,D,Pass
STU0388,Male,Computer Engineering,SE,15.8,80.2,0.4,Middle,Yes,82.1,84.2,78.2,79.4,88.2,84.8,A,Pass
STU0389,Female,Computer Engineering,SE,12.4,76.4,4.4,Low,Yes,39.3,48.8,63.9,36.0,49.4,50.1,C,Pass
STU0390,Female,Mechanical,TE,4.7,60.1,0.8,Low,Yes,45.4,53.2,58.6,57.4,46.3,47.4,D,Pass
STU0391,Female,E&TC,TE,10.5,71.7,3.4,Middle,Yes,59.1,57.2,47.7,49.5,50.1,54.7,C,Pass
STU0392,Male,E&TC,BE,8.2,63.3,2.5,Middle,No,45.7,54.6,62.8,52.5,63.3,53.3,C,Pass
STU0393,Male,Computer Engineering,FE,13.6,84.8,7.9,High,Yes,67.3,53.4,58.6,55.5,58.7,61.0,C,Pass
STU0394,Female,IT,FE,18.7,92.6,1.5,Middle,Yes,78.5,73.3,76.4,79.8,79.8,75.6,A,Pass
STU0395,Male,Computer Engineering,TE,2.6,48.6,0.2,Low,Yes,38.6,48.4,42.6,40.7,31.7,43.0,D,Pass
STU0396,Female,AI & DS,SE,12.6,68.9,0.1,High,Yes,72.3,73.3,69.1,65.3,80.2,73.1,B,Pass
STU0397,Female,Civil,FE,11.2,62.6,5.3,Middle,Yes,55.5,49.9,51.8,48.5,52.2,45.9,D,Pass
STU0398,Male,AI & DS,FE,15.4,74.8,2.2,Low,Yes,71.8,78.0,68.2,58.8,68.0,67.4,B,Pass
STU0399,Female,Civil,FE,13.1,76.3,4.5,Middle,Yes,49.3,55.4,46.3,44.2,47.8,49.2,D,Pass
STU0400,Female,Computer Engineering,BE,8.2,59.1,0.8,High,Yes,19.1,21.1,12.7,7.9,22.9,20.5,F,Fail
STU0401,Male,AI & DS,FE,10.4,66.2,1.3,Middle,Yes,59.3,55.7,53.4,50.3,72.5,58.8,C,Pass
STU0402,Female,IT,SE,8.0,62.4,0.1,Low,Yes,55.6,43.4,48.9,59.8,48.1,58.7,C,Pass
STU0403,Male,Mechanical,FE,17.4,84.3,9.8,Low,Yes,59.3,70.9,72.0,60.1,76.6,71.9,B,Pass
STU0404,Female,E&TC,SE,12.1,76.3,3.3,Low,Yes,49.8,35.5,30.3,28.6,32.0,37.5,D,Pass
STU0405,Male,Mechanical,FE,21.5,82.2,8.1,Middle,Yes,74.9,76.3,72.4,74.0,73.9,74.0,B,Pass
STU0406,Female,E&TC,SE,11.7,76.6,0.9,Middle,No,30.8,27.5,36.6,25.1,26.9,28.4,F,Fail
STU0407,Male,E&TC,FE,8.5,66.6,2.8,Low,Yes,67.3,65.7,74.8,79.6,65.0,67.6,B,Pass
STU0408,Male,Mechanical,BE,4.4,63.6,3.4,High,Yes,24.0,17.7,28.2,39.4,28.3,28.4,F,Fail
STU0409,Female,Computer Engineering,FE,3.0,77.3,1.1,Middle,Yes,57.6,53.1,58.2,53.5,51.9,58.7,C,Pass
STU0410,Male,IT,SE,4.1,76.0,5.7,Middle,Yes,43.8,56.3,64.7,56.7,59.6,53.4,C,Pass
STU0411,Male,Computer Engineering,BE,13.3,66.9,8.8,High,No,52.6,49.2,42.0,43.4,28.1,38.9,D,Pass
STU0412,Female,Civil,TE,14.5,85.5,6.5,Low,Yes,44.7,51.5,50.1,48.5,55.3,52.1,C,Pass
STU0413,Female,Civil,SE,4.1,71.8,4.0,Middle,No,33.3,41.5,30.9,30.5,37.5,39.5,D,Pass
STU0414,Female,AI & DS,SE,16.5,72.2,1.0,Middle,Yes,58.1,66.4,63.1,60.6,53.7,60.7,C,Pass
STU0415,Female,E&TC,SE,9.6,79.0,1.0,High,Yes,67.0,54.4,64.3,58.3,60.5,59.3,C,Pass
STU0416,Male,Civil,TE,12.7,88.9,9.9,Middle,Yes,54.3,56.4,50.4,51.6,44.9,54.2,C,Pass
STU0417,Male,AI & DS,BE,20.1,77.1,0.0,Low,No,44.6,47.6,53.7,54.7,52.2,52.0,C,Pass
STU0418,Male,IT,TE,16.5,74.1,3.8,High,Yes,49.9,47.6,40.2,37.9,33.9,42.4,D,Pass
STU0419,Female,Civil,SE,10.7,82.0,3.7,Low,Yes,66.1,62.6,60.6,54.8,64.5,61.7,C,Pass
STU0420,Female,AI & DS,TE,7.5,72.0,2.9,High,Yes,47.0,45.6,28.9,44.5,38.3,43.8,D,Pass
STU0421,Female,E&TC,SE,1.2,66.0,13.8,High,Yes,24.7,15.7,19.1,22.7,17.7,20.4,F,Fail
STU0422,Female,Computer Engineering,FE,8.4,73.7,1.1,Low,No,69.9,59.7,61.3,48.4,57.3,55.5,C,Pass
